order_id,product_id,product_name,aisle_id,aisle,department_id,department
292,17948,Frozen Organic Wild Blueberries,116,frozen produce,1,frozen
292,29388,Mandarin Orange Crispy Chick'n,42,frozen vegan vegetarian,1,frozen
292,48179,Sweet and Tangy Barbecue Wings,129,frozen appetizers sides,1,frozen
294,9779,Shepherd's Pie,38,frozen meals,1,frozen
294,47119,Rice Mac & Cheese,38,frozen meals,1,frozen
297,40898,Vanilla Caramel Fudge Ice Cream,37,ice cream ice,1,frozen
298,15518,Uncured Canadian Bacon Breakfast Burrito,52,frozen breakfast,1,frozen
298,46822,Ice,37,ice cream ice,1,frozen
306,12144,Gluten-Free Chicken Nuggets,34,frozen meat seafood,1,frozen
306,162,Organic Mini Homestyle Waffles,52,frozen breakfast,1,frozen
308,9076,Blueberries,116,frozen produce,1,frozen
310,32433,Green Peas,116,frozen produce,1,frozen
311,38837,Crispy Chick'n Sliders,42,frozen vegan vegetarian,1,frozen
312,39898,Smart Ones Slow Roasted Turkey Breast,38,frozen meals,1,frozen
317,42450,Macaroni & Cheese,38,frozen meals,1,frozen
317,45578,Dark Sweet Cherries,116,frozen produce,1,frozen
317,47993,Cherry Garcia Ice Cream,37,ice cream ice,1,frozen
317,12276,Chocolate Chip Cookie Dough Ice Cream,37,ice cream ice,1,frozen
317,36639,Key Lime Pie Gelato,37,ice cream ice,1,frozen
321,33674,Elmo Mac 'n Cheese With Carrots & Broccoli,38,frozen meals,1,frozen
321,16885,"Pasta 'n Sauce, Elmo, Organic, with Carrots & Broccoli, 123 Sesame Street",38,frozen meals,1,frozen
321,21850,Waffle Cut Sweet Potato Seasoned Fries,129,frozen appetizers sides,1,frozen
321,2081,Crispy Seasoned Potato Puffs with Roasted Garlic & Cracked Pepper,129,frozen appetizers sides,1,frozen
321,9076,Blueberries,116,frozen produce,1,frozen
323,39121,Organic Jasmine Rice,38,frozen meals,1,frozen
329,2050,Organic Berry Basket Blend,116,frozen produce,1,frozen
336,8022,Spinach Pizza,79,frozen pizza,1,frozen
336,45681,Americone Dream® Ice Cream,37,ice cream ice,1,frozen
337,20345,Thin Crust Pepperoni Pizza,79,frozen pizza,1,frozen
337,48171,Shredded Hash Browns,129,frozen appetizers sides,1,frozen
337,37158,Chicken & Maple Breakfast Sausage,52,frozen breakfast,1,frozen
337,10166,Almond Milk Cookies N' Cream Non-Dairy Frozen Dessert,37,ice cream ice,1,frozen
340,30994,Talenti Double Dark Chocolate Gelato,37,ice cream ice,1,frozen
340,45681,Americone Dream® Ice Cream,37,ice cream ice,1,frozen
340,1215,Kidz All Natural Baked Chicken Nuggets,129,frozen appetizers sides,1,frozen
345,49363,Freshly made pasta in a 100% Real Cheddar cheese sauce Macaroni & Cheese,38,frozen meals,1,frozen
351,10199,Watermelon Agave Frozen Pops,37,ice cream ice,1,frozen
351,40215,Banana Cinnamon Frozen Pops,37,ice cream ice,1,frozen
351,22548,Coldbrew Coffee Pops,37,ice cream ice,1,frozen
352,13497,Gluten and Dairy Free Sonoma Veggie Burger,42,frozen vegan vegetarian,1,frozen
352,26452,Dairy Free Gluten Free Cheeze Lover's Pizza,42,frozen vegan vegetarian,1,frozen
355,12524,Cafe Steamers Grilled Chicken Marinara With Parmesan,38,frozen meals,1,frozen
359,18908,Pizza Dough,58,frozen breads doughs,1,frozen
359,37158,Chicken & Maple Breakfast Sausage,52,frozen breakfast,1,frozen
359,9515,Natural Classic Pork Breakfast Sausage,52,frozen breakfast,1,frozen
366,39905,Vegan Dark Chocolate Ice Cream,37,ice cream ice,1,frozen
377,38153,Original Pizza Crusts Frozen,79,frozen pizza,1,frozen
379,46823,The Ultimate Beefless Burger,42,frozen vegan vegetarian,1,frozen
379,14678,Organic Frozen Peas,116,frozen produce,1,frozen
379,26128,Organic Mango Chunks,116,frozen produce,1,frozen
382,7963,Gluten Free Whole Grain Bread,58,frozen breads doughs,1,frozen
403,32433,Green Peas,116,frozen produce,1,frozen
406,46346,Sweet Potato Fries with Sea Salt,129,frozen appetizers sides,1,frozen
406,11644,Light In Sodium Beans and Rice Burrito,38,frozen meals,1,frozen
406,30336,Organic Beans And Cheese Burrito,38,frozen meals,1,frozen
408,42004,Grilled and Ready Pulled Chicken Breast,34,frozen meat seafood,1,frozen
408,39647,Quick'n Easy Combos Vegetable Stir Fry,116,frozen produce,1,frozen
409,9076,Blueberries,116,frozen produce,1,frozen
409,20754,Mediterranean Mint Gelato,37,ice cream ice,1,frozen
410,6292,Organic Fire Roasted Corn,116,frozen produce,1,frozen
410,18918,Organic Chopped Spinach,116,frozen produce,1,frozen
411,20995,Organic Broccoli Florets,116,frozen produce,1,frozen
415,22620,Chocolate Peanut Butter Ice Cream,37,ice cream ice,1,frozen
415,40002,Strawberry Ice Cream,37,ice cream ice,1,frozen
415,2525,Warm & Ready Crusty Rolls,58,frozen breads doughs,1,frozen
415,15417,Toaster Strudel Pastries Strawberry,52,frozen breakfast,1,frozen
419,36737,Pizza Uncured Pepperoni Gluten Free,79,frozen pizza,1,frozen
419,6606,Gluten Free Garden Vegetable Lasagna,38,frozen meals,1,frozen
423,6052,Eggo Chocolate Chip Waffles,52,frozen breakfast,1,frozen
423,25830,Eggo Blueberry Waffles,52,frozen breakfast,1,frozen
426,20995,Organic Broccoli Florets,116,frozen produce,1,frozen
427,5102,Signature Shredded Steak & Three–Cheese Chimichangas,38,frozen meals,1,frozen
436,32869,Spicy Chik'n Veggie Protein Patties,42,frozen vegan vegetarian,1,frozen
439,2525,Warm & Ready Crusty Rolls,58,frozen breads doughs,1,frozen
440,38374,Milk and Cookies Ice Cream,37,ice cream ice,1,frozen
440,45541,The Tonight Dough™ Ice Cream,37,ice cream ice,1,frozen
441,35378,Grilled & Ready Chicken Breast Fillets,34,frozen meat seafood,1,frozen
445,7862,Raw Shrimp,34,frozen meat seafood,1,frozen
446,3947,Outshine Fruit Bars Pineapple,37,ice cream ice,1,frozen
454,38837,Crispy Chick'n Sliders,42,frozen vegan vegetarian,1,frozen
454,31612,Black Bean Vegetables Burrito,38,frozen meals,1,frozen
454,20995,Organic Broccoli Florets,116,frozen produce,1,frozen
454,36149,Beast Burger,42,frozen vegan vegetarian,1,frozen
454,28123,Organic Cut Green Beans,116,frozen produce,1,frozen
454,1618,"Lasagna, Vegetable, with Daiya Cheeze",38,frozen meals,1,frozen
454,34217,Pesto Tortellini  Bowls,38,frozen meals,1,frozen
454,26010,Dairy Free Vegetable Pot Pie,38,frozen meals,1,frozen
454,16710,Non Dairy Coffee Caramel Fudge,37,ice cream ice,1,frozen
456,34229,Petite Peas,116,frozen produce,1,frozen
470,24561,Organic Cheese Frozen Pizza,79,frozen pizza,1,frozen
475,9515,Natural Classic Pork Breakfast Sausage,52,frozen breakfast,1,frozen
479,46171,Southwestern Veggie Breakfast Bowl,52,frozen breakfast,1,frozen
479,28755,Uncured Bacon & Eggs Scramble Bowl Frozen Meal,52,frozen breakfast,1,frozen
480,21472,Original Pepperoni Pizza,79,frozen pizza,1,frozen
483,34921,Vanilla or Chocolate Chip Variety Pack Ice Cream Pieces,37,ice cream ice,1,frozen
483,32562,Vanilla Ice Cream Cookies,37,ice cream ice,1,frozen
483,47758,Oreo Ice Cream Bars,37,ice cream ice,1,frozen
493,49273,Light and Lean Quinoa Black Beans with Butternut Squash and Chard,38,frozen meals,1,frozen
493,24489,Organic Whole Strawberries,116,frozen produce,1,frozen
508,21850,Waffle Cut Sweet Potato Seasoned Fries,129,frozen appetizers sides,1,frozen
508,13031,Pizza Roasted Vegetable No Cheese,79,frozen pizza,1,frozen
514,34214,Pesto Pizza,79,frozen pizza,1,frozen
514,5449,Margherita Pizza,79,frozen pizza,1,frozen
515,20011,"Pizza, Italiano, Meatless Italian Sausage & Mushroom",79,frozen pizza,1,frozen
529,28384,Sweet Peas,116,frozen produce,1,frozen
532,42817,Strawberry Premium Mochi Ice Cream,37,ice cream ice,1,frozen
538,18918,Organic Chopped Spinach,116,frozen produce,1,frozen
538,24489,Organic Whole Strawberries,116,frozen produce,1,frozen
544,17948,Frozen Organic Wild Blueberries,116,frozen produce,1,frozen
549,44389,Gluten Free Original Baguettes,58,frozen breads doughs,1,frozen
549,36651,Pizza Poppers Uncured Pepperoni,38,frozen meals,1,frozen
549,2452,Naturals Chicken Nuggets,129,frozen appetizers sides,1,frozen
549,3628,Gluten Free Paleo Fettuccine,38,frozen meals,1,frozen
549,436,Petite Brussels Sprouts,116,frozen produce,1,frozen
552,5268,Bagel Bites Three Cheese Mini Bagel Pizzas,129,frozen appetizers sides,1,frozen
559,38837,Crispy Chick'n Sliders,42,frozen vegan vegetarian,1,frozen
559,44612,Meat-Free Savory Stuffed Turkey,42,frozen vegan vegetarian,1,frozen
560,46802,Pineapple Chunks,116,frozen produce,1,frozen
560,22276,Black Bean Veggie Burger,42,frozen vegan vegetarian,1,frozen
562,24489,Organic Whole Strawberries,116,frozen produce,1,frozen
563,18814,Chicken Bean and Rice Burrito,38,frozen meals,1,frozen
570,23695,California Veggie Burger,42,frozen vegan vegetarian,1,frozen
570,2081,Crispy Seasoned Potato Puffs with Roasted Garlic & Cracked Pepper,129,frozen appetizers sides,1,frozen
570,17745,"Pizza, Cheese & Pesto",79,frozen pizza,1,frozen
570,8022,Spinach Pizza,79,frozen pizza,1,frozen
570,19154,Coconut Fruit Bars,37,ice cream ice,1,frozen
575,35970,Early Harvest Petite Peas,116,frozen produce,1,frozen
576,7862,Raw Shrimp,34,frozen meat seafood,1,frozen
578,17948,Frozen Organic Wild Blueberries,116,frozen produce,1,frozen
582,9076,Blueberries,116,frozen produce,1,frozen
582,29142,Natural Chicken & Apple Breakfast Sausage Patty,52,frozen breakfast,1,frozen
582,26128,Organic Mango Chunks,116,frozen produce,1,frozen
582,24082,Organic Dark Sweet Cherries,116,frozen produce,1,frozen
582,34584,Organic Sliced Peaches,116,frozen produce,1,frozen
582,47492,Organic Berry Blend,116,frozen produce,1,frozen
591,46802,Pineapple Chunks,116,frozen produce,1,frozen
591,1158,Mango Chunks,116,frozen produce,1,frozen
596,20995,Organic Broccoli Florets,116,frozen produce,1,frozen
601,31766,Cheese Pizza Snacks,129,frozen appetizers sides,1,frozen
602,162,Organic Mini Homestyle Waffles,52,frozen breakfast,1,frozen
603,30839,Homestyle Breaded Chicken Breast Tenders,129,frozen appetizers sides,1,frozen
607,46138,Cookies & Cream Ice Cream,37,ice cream ice,1,frozen
608,35887,Organic Mixed Vegetables,116,frozen produce,1,frozen
608,49075,Organic Brown Rice,38,frozen meals,1,frozen
611,20772,Quatro Formaggi Four Cheese Pizza,79,frozen pizza,1,frozen
613,24764,Crushed Garlic,116,frozen produce,1,frozen
617,34466,Sweet Potatoes,116,frozen produce,1,frozen
625,42205,Organic Sweet Potato Fries,129,frozen appetizers sides,1,frozen
626,44703,Minis Coconut Milk Non Dairy Frozen Dessert Fudge Bars,37,ice cream ice,1,frozen
626,33873,Chocolate Flavored Dairy Free Coconut Milk Frozen Dessert,37,ice cream ice,1,frozen
626,22308,"Bread, Gluten Free, White Sandwich",58,frozen breads doughs,1,frozen
628,47485,Mini Chocolate Chip Waffles,52,frozen breakfast,1,frozen
635,17948,Frozen Organic Wild Blueberries,116,frozen produce,1,frozen
642,17149,Gluten Free Chicken Breast Tenders,34,frozen meat seafood,1,frozen
646,32433,Green Peas,116,frozen produce,1,frozen
646,14303,Cut Green Beans Valley Fresh Steamers,116,frozen produce,1,frozen
651,12144,Gluten-Free Chicken Nuggets,34,frozen meat seafood,1,frozen
652,43749,Organic Ice Cream Vanilla Bean,37,ice cream ice,1,frozen
653,40002,Strawberry Ice Cream,37,ice cream ice,1,frozen
653,44995,Coconut Sorbet,37,ice cream ice,1,frozen
653,26349,Salty Caramel Ice Cream,37,ice cream ice,1,frozen
653,35887,Organic Mixed Vegetables,116,frozen produce,1,frozen
656,28961,Hazed & Confused™ Core Ice Cream,37,ice cream ice,1,frozen
658,23695,California Veggie Burger,42,frozen vegan vegetarian,1,frozen
659,38274,Ice Cream Sandwiches Vanilla,37,ice cream ice,1,frozen
661,26128,Organic Mango Chunks,116,frozen produce,1,frozen
661,45613,Pad Thai,38,frozen meals,1,frozen
663,48097,Rum Raisin Ice Cream,37,ice cream ice,1,frozen
668,28572,Premium Ice Cubes,37,ice cream ice,1,frozen
672,9076,Blueberries,116,frozen produce,1,frozen
683,43647,Organic Asparagus Spears,116,frozen produce,1,frozen
683,28934,Frozen Broccoli Florets,116,frozen produce,1,frozen
683,47492,Organic Berry Blend,116,frozen produce,1,frozen
683,17948,Frozen Organic Wild Blueberries,116,frozen produce,1,frozen
684,17923,Crinkle Cut Fries,129,frozen appetizers sides,1,frozen
685,26128,Organic Mango Chunks,116,frozen produce,1,frozen
685,24082,Organic Dark Sweet Cherries,116,frozen produce,1,frozen
685,24489,Organic Whole Strawberries,116,frozen produce,1,frozen
685,49075,Organic Brown Rice,38,frozen meals,1,frozen
685,9595,Organic Homestyle Mini Waffles,52,frozen breakfast,1,frozen
695,2228,Organic Frozen Mango Chunks,116,frozen produce,1,frozen
695,17948,Frozen Organic Wild Blueberries,116,frozen produce,1,frozen
695,24489,Organic Whole Strawberries,116,frozen produce,1,frozen
695,2452,Naturals Chicken Nuggets,129,frozen appetizers sides,1,frozen
696,24489,Organic Whole Strawberries,116,frozen produce,1,frozen
696,9076,Blueberries,116,frozen produce,1,frozen
697,48144,Tater Tots,129,frozen appetizers sides,1,frozen
697,24231,Tahitian Vanilla Bean Gelato,37,ice cream ice,1,frozen
700,26104,Frozen Organic Mango Chunks,116,frozen produce,1,frozen
700,30486,Organic Sweet Cherries,116,frozen produce,1,frozen
701,34466,Sweet Potatoes,116,frozen produce,1,frozen
703,4844,Gotta Have Vanilla Organic Frozen Nonfat Yogurt,37,ice cream ice,1,frozen
703,12932,Super Greens Veggie Burgers,42,frozen vegan vegetarian,1,frozen
704,12524,Cafe Steamers Grilled Chicken Marinara With Parmesan,38,frozen meals,1,frozen
704,24956,Cafe Steamers Chicken Margherita,38,frozen meals,1,frozen
704,5183,Sesame Chicken,38,frozen meals,1,frozen
715,35715,"Whole Grain Organic Waffles, Totally Original",52,frozen breakfast,1,frozen
717,26914,Bean & Cheese Burrito,38,frozen meals,1,frozen
720,19154,Coconut Fruit Bars,37,ice cream ice,1,frozen
723,26452,Dairy Free Gluten Free Cheeze Lover's Pizza,42,frozen vegan vegetarian,1,frozen
723,3740,Gluten Free Fire-Roasted Vegetable Pizza,42,frozen vegan vegetarian,1,frozen
723,12581,Gluten Free Supreme Pizza,79,frozen pizza,1,frozen
