product_name,product_id,aisle_id,department_id
No Calories No Caffeine Seltzer Water,19030,115,7
Premium Natural Mixers Elderflower Tonic Water,47641,115,7
Zero Calorie Sparkling Water Black Cherry,17340,115,7
Blackberry Seltzer,10581,115,7
Enhanced Water,41192,115,7
Berry Sparkling Water,45475,115,7
Orange Blossom Water,1628,115,7
100% Natural Seltzer Calorie-Free Raspberry Lime,28148,115,7
Nutrient Enhanced Water,7049,115,7
Lemon Sparkling Natural Spring Water,35784,115,7
Smart Water,39326,115,7
Lime Sparkling Water Beverage,41022,115,7
Splash Mandarin Orange Flavored Water,33319,115,7
Premium Artesian Sparkling Water,10624,115,7
Coconut Water Pineapple,27598,115,7
Unsweet Lime Water,36271,115,7
Unsweetened Pear Essence Water,11399,115,7
"Sparkling Water, Cran-Raspberry",47060,115,7
Sparkling Water Beverage Lemon,9967,115,7
Organic Coconut Sparkling Water,48467,115,7
Water Maple,5382,115,7
Black Cherry Water,29064,115,7
Orange Mango Naturally Flavored Sparkling Mountain Spring Water,18387,115,7
Lemon Lime Essence,23656,115,7
Sparkling Water Beverage Lime,33549,115,7
Organic Sparkling Grapefruit Beverage,14326,115,7
Lemon Sparkling Natural Mineral Water,35020,115,7
Raspberry Lime Sparkling Water,15944,115,7
Cucumber Mint Sparkling Water,30504,115,7
Sparkling Lime Water,26224,115,7
Naturally Sparkling Mineral Water,6732,115,7
Peppermint Water,42190,115,7
Artesian Still Water,41649,115,7
Berry Sparkling Water Beverage,15187,115,7
Elderflower Tonic Water,36229,115,7
Mixed Berry Sparkling Water,13371,115,7
Lemon-Lime Sparkling Water Beverage,43434,115,7
Sparkling Water Beverage Berry,18364,115,7
Sparkling Beverage Orange Dry,26840,115,7
Sparkling Raspberry Lime Natural Spring Water,37965,115,7
Classic Seltzer,44295,115,7
Citron Lemon Lime Sparkling Water,46567,115,7
Unsweet Cherry Sparkling Water,48870,115,7
Premium Natural Mixers Club Soda,26272,115,7
Zero Calorie Fruitwater Fizzy Lemonade,45341,115,7
Unsweet Strawberry Kiwi Sparkling Water,11195,115,7
Crisp Apple Sparkling Water,2559,115,7
Still Artesian Distilled Water,33587,115,7
Raspberry Lemonade Sparkling Spring Water,36797,115,7
Cactus Water with Starfruit & Green Tea,7661,115,7
Sparking Water,31418,115,7
"Mineral Water, Carbonated",22098,115,7
Cranberry Raspberry Sparkling Water,42351,115,7
Essence Peach Nectarine,8577,115,7
All Natural Raspberry Sparkling Seltzer Water,16722,115,7
Chilled Coconut Water,10294,115,7
Carbonated Water,44271,115,7
Black Raspberry,6918,115,7
Still Artesian Water,3429,115,7
Mandarin Lime Sparkling Water Beverage,49123,115,7
Cactus Water With Cucumber and Green Tea,45564,115,7
Maple Water,36094,115,7
Splash Lemon Flavored Water,18093,115,7
Pure Coconut Water With Pulp,31312,115,7
Wild Prickly Pear Cactus Water,21745,115,7
Vanilla Cream Seltzer,38821,115,7
Cherry Lime,23906,115,7
Plain Pre-Sliced Bagels,46842,93,3
Presliced Everything Bagels,17341,93,3
Carrot Raisin Flax Muffins,36342,93,3
Light Multi-Grain English Muffins,33351,93,3
Plain Mini Bagels,42460,93,3
Organic Sprouted English Muffin,3849,93,3
Hearty Grains 100% Whole Wheat English Muffins,3919,93,3
Blueberry Muffins,38775,93,3
Mini Blueberry Muffins,44275,93,3
Cinnamon Raisin Brioche,26329,93,3
Authentic French Brioche,48857,93,3
Everything Bagels,16262,93,3
Butter Croissant,27864,93,3
Deluxe Plain Bagels,13866,93,3
Organic Sprouted Wheat Bagels,14764,93,3
Sprouted Organic Cinnamon Raisin English Muffins,19366,93,3
Plain Bagels,20738,93,3
100% Whole Wheat Slice English Muffins,32239,93,3
Original English Muffins,3308,93,3
Gluten Free Plain Bagels,42508,93,3
Organic Whole Grain Wheat English Muffins,17706,93,3
Organic Multigrain with Flax English Muffins,22170,93,3
Original Whole Grain English Muffins,3847,93,3
Cinnamon Raisin Swirl Pre-Sliced Bagels,20682,93,3
Original Nooks & Crannies English Muffins,10673,93,3
Gluten Free Blueberry Muffins,27554,93,3
Frosted Strawberry Toaster Pastries,42669,93,3
Golden White English Muffins,37840,93,3
Original Nooks & Crannies Cinnamon Raisin English Muffins,44666,93,3
100% Whole Wheat Bagels,13541,93,3
Organic White English Muffins,12258,93,3
Sprouted Wheat Onion & Poppyseed Bagels,21269,93,3
Morning Rounds Muesli Fruit & Grain Buns,25832,93,3
Chocolate Chip Muffins,13884,93,3
Cinnamon Rolls,18212,93,3
Wheat English Muffins,33037,93,3
Mixed Berry English Tea Scones,39747,93,3
White English Muffins,38988,93,3
100% Whole Wheat Pre-Sliced Bagels,35458,93,3
Everything Bagel,21158,93,3
Extra Crisp English Muffins,35181,93,3
Blueberry Bagels,42403,93,3
Deluxe Everything Bagels,5422,93,3
Deluxe Cinnamon Raisin Bagels,40028,93,3
Bagel Thins Everything,28515,93,3
Sliced Onion Bagels,836,93,3
Onion Bagels,39107,93,3
Gluten Free Double Chocolate Muffins,36857,93,3
Blueberry English Tea Scones,29820,93,3
Blueberry Muffin,23472,93,3
Chocolate Breakfast Bites,34370,93,3
English Muffins,116,93,3
Sprouted Whole Grain & Seed English Muffins,6402,93,3
Gluten Free Whole Grain Bagels,18095,93,3
Limited Edition Pre-Sliced Bagels Pumpkin Spice,49333,93,3
Everything Inside Bagels,10212,93,3
Flourless  Sprouted Whole Grain 7-Sprouted Grains English Muffins,24062,93,3
Whole Wheat English Muffins,31371,93,3
"Muffins, Flax, Wild Blueberry",42637,93,3
Raspberry English Tea Scones,15487,93,3
Cinnamon Raisin Bagel Thins,6869,93,3
Plain Bagelettes,30561,93,3
Cinnamon Raisin Bagels,30764,93,3
Organic Spelt English Muffins,6651,93,3
Apple Pie Flavored English Muffins,2949,93,3
100% Whole Wheat Mini Bagels,34070,93,3
Chocolate Lover's Variety Pack Donuts Classic,28923,93,3
Sesame Bagels,46516,93,3
Apple Turnover,5201,93,3
Mini Muffins,42897,93,3
English Tea Scones Original,18026,93,3
Original Spelt Organic English Muffins,10176,93,3
Sliced Blueberry Bagels,28221,93,3
Blueberry Scones,9703,93,3
Chunky Chocolate Chip Flax Muffins,42680,93,3
Large Croissants,11185,93,3
Plain Pre-Sliced Bagel Thins,33508,93,3
Cinnamon Raisin English Muffins,24721,93,3
Organic Sprouted Wheat Sesame Bagels,18037,93,3
100% Whole Wheat Pre-Sliced Bagel Thins,2374,93,3
Double Protein Oatmeal English Muffins,13250,93,3
Currant English Tea Scones,19304,93,3
Chocolate Crepes,30440,93,3
Assorted Bagels,39964,93,3
Toaster Size Premium Plain Bagels,24582,93,3
Paleo English Muffins,29952,93,3
100% Whole Wheat English Muffin 6 Ct,17352,93,3
Cinnamon Swirl Bagels,36943,93,3
Gluten Free Cinnamon Raisin Bagels,32285,93,3
Gluten Free Original English Muffins,29326,93,3
Croissants,29244,93,3
Gluten free Sesame Bagels,48222,93,3
Deluxe Blueberry Bagels,34886,93,3
Blueberry Little Muffins,18886,93,3
Gluten Free Frosted Blueberry Toaster Pastry,43432,93,3
Mini Cinnamon Roll,16842,93,3
Authentic French Chocolate Swirl Brioche,20309,93,3
Toastable Apple Cinnamon Fruit & Grain Buns,23362,93,3
9 Grain English Muffins,13694,93,3
Breakfast Honey Oat Gluten Free Non GMO 5 Super Grains Bar Packs,45977,93,3
Sprouted Wheat Cinnamon Raisin Bagels,32585,93,3
Powdered Donut Holes,33353,93,3
Plain Sliced Bagels,9471,93,3
"Onion Bagels, 6 Pre-Sliced,",19209,93,3
Deluxe Bagels Onion,19619,93,3
Cherry Turnovers,29406,93,3
Gluten Free Brown Rice English Muffins 6 ct,35425,93,3
Blueberry Mini Muffins,7547,93,3
Chocolate Croissant,46605,93,3
Mini Chocolate Croissant,48647,93,3
Banana Bam Bam Paleo Muffins,10896,93,3
Danish Variety Pack,8958,93,3
SARA LEE     15OZ PLAIN MINI BAGELS,48695,93,3
Mini Chocolate Donuts,2880,93,3
Double Chocolate Muffins,46065,93,3
Double Fiber Whole Grain Sliced English Muffins,36118,93,3
Carrot Muffins,44000,93,3
Butter Horns,29649,93,3
Brioche Bachelor Loaf,131,93,3
Gluten Free Cinnamon Rolls,3079,93,3
Honey Wheat English Muffins,37745,93,3
Mixed Berry Galette,10100,93,3
Chocolate Chip Mini Muffins,47992,93,3
"Muffins, Flax, Cranberry Orange",48356,93,3
Plain Bagel,29785,93,3
Brown Sugar Cinnamon Pre-Sliced Mini Bagels,21601,93,3
Bagels Plain Presliced,21157,93,3
Marvelous Muffins Baking Mix,35228,93,3
Sesame Seed New York Style Bagels,9995,93,3
Multi-Grain English Muffins,32315,93,3
Blueberry Mini Bagels,17252,93,3
Mighty Bagels,45552,93,3
Whole Wheat Pre-Sliced Mini Bagels,19340,93,3
Sourdough English Muffins,18894,93,3
Original English Muffin,46975,93,3
High Fiber English Muffin,2776,93,3
Cheese Danish,38935,93,3
Sliced Sesame Bagels,3146,93,3
Chocolate Iced Doughnuts with Kreme Filling,27547,93,3
Multi Grain Bagels,48753,93,3
Donettes Mini Glazed Donuts,41572,93,3
Sourdough English Muffin,37439,93,3
Plain New York Bagels,48617,93,3
Healthy Brain Bagels,6246,93,3
Bagels,2071,93,3
Whole Wheat Bagels,20090,93,3
Egg Bagels,43029,93,3
Cinnamon Raisin Mini Bagels,12874,93,3
"Mini Bagels, Whole Grain Blueberry",34620,93,3
Yam Good Paleo Muffins,28129,93,3
100% Whole Wheat English Muffins,30038,93,3
"Everything Bagel,kattle Boiled & Hearth Baked Slice",1612,93,3
24 Carrot Gold Paleo Muffins,40872,93,3
The Hulk Banana Coconut Spirulina Paleo Muffins,34747,93,3
Banana Nut Muffins,37396,93,3
Cinnamon Raisin Toaster Bagels,25433,93,3
Organic Cinnamon Raisin English Muffins,42458,93,3
Bran Muffins,9872,93,3
Honey Oat,1696,93,3
Original Glazed Doughnuts,37736,93,3
Glazed Apple Fritters,32355,93,3
Cinnamon Swirl Bread,40716,93,3
Texas Toast Bread,46773,93,3
Egg,24995,93,3
Brioche Sandwich Buns,37006,93,3
Snack Size Powdered Donuts,19839,93,3
Fruit Horns,26965,93,3
SARA LEE     14OZ ENGLISH MUFFINS,32244,93,3
Limited Edition Cranberry Bagels,18783,93,3
Frosted Devil's Food Donuts,47901,93,3
Seasonal Mini Bagel,37512,93,3
Apple Cinnamon Scones,11708,93,3
Mini Croissant,41282,93,3
Mini Bagels,43152,93,3
Toaster English Muffins Wheat Made With a Touch of Honey,35740,93,3
Swirl Thick Slice Pumpkin Spice Bread,7171,93,3
Raisin Snails,47841,93,3
Chocolate Cherry Chia Paleo Muffins,5579,93,3
Sugar Cookie,47635,93,3
100% Whole Wheat Bagel,11518,93,3
"Parsley, Italian (Flat), New England Grown",1529,16,4
Raspberries,43352,32,4
Baby Cucumbers,8571,32,4
Clementines,6184,32,4
Gourmet Tomato Medley,31805,32,4
Hass Avocados,12341,32,4
Rainbow Bell Peppers,21292,32,4
Cauliflower Florets,5068,32,4
Green Seedless Grapes,19691,32,4
Key Limes,8953,32,4
Seedless Cucumbers,30827,32,4
Sweet Kale Salad Mix,38768,32,4
Bag of Jumbo Yellow Onions,42282,32,4
Fresh Cut Butternut Squash,13097,32,4
Packaged Grape Tomatoes,8048,32,4
Broccoli Florettes,4724,32,4
Organic Avocados 5 Count,9189,32,4
Sleeve of Tuscan Melons,27984,32,4
Butter Lettuce,21385,32,4
Fully Husked & Trimmed Super Sweet Corn,8803,32,4
Leaf Spinach,11365,32,4
Mini Seedless Watermelon Pack,3265,32,4
Organic Blueberries Clamshell,35886,32,4
Deep Green Blends Kale,7252,32,4
Pineapple Spears,15772,32,4
Baby Eggplant,23985,32,4
California Heirloom Monviso Peeled Garlic,46266,32,4
Red Bell Peppers,5985,32,4
Vegetable Tray With Low Fat Dressing,35269,32,4
Organic Limes,49083,32,4
Baby Mixed Squash,35826,32,4
Carrots,17794,83,4
Yellow Onions,4605,83,4
Organic Red Onion,8518,83,4
Organic Yellow Onion,22935,83,4
Organic Acorn Squash,15040,83,4
Baby Seedless Cucumbers,15649,83,4
Asparation/Broccolini/Baby Broccoli,38400,83,4
Organic Zucchini,45007,83,4
Organic Russet Potato,19678,83,4
Organic Baby Broccoli,34243,83,4
Orange Bell Pepper,15290,83,4
Sweet Potato Yam,14897,83,4
Broccoli Rabe,4853,83,4
White Onion,5818,83,4
"Dressing, Jersey Sweet Onion, Calorie Free",7628,83,4
Red Potatoes,13733,83,4
Organic White Onions,38383,83,4
Red Onion,44142,83,4
Organic Sweet Onion,34824,83,4
Hass Avocado,38739,83,4
Organic Red Potatoes,5652,83,4
Gold Potato,39558,83,4
Parsnip,38419,83,4
Russet Potatoes,26882,83,4
Red Onions,3243,83,4
Jalapeno Pepper,23803,83,4
Glory's Sweet Cherry Tomatoes,32605,83,4
Gold Pearl Onions,9206,83,4
Bag of Fresh White Pearl Onions,24133,83,4
Apricots,1000,18,10
Dried Mango,5161,18,10
Organic Black Mission Figs,22827,18,10
Vegetable Chips,30365,18,10
Organic Hunza Golden Raisins,10224,18,10
Whole Medjool Dates,10540,18,10
Organic Blueberries Package,19628,18,10
"Fit Super A Juice, Cold Pressed, Carrot/Apple/Ginger",48778,18,10
Naturally Sweet Plantain Chips,38007,18,10
Organic White Popcorn,14665,18,10
Crystallized Ginger Chunks,28655,18,10
Turkish Apricots,14611,18,10
Organic Ezekiel 49 Bread Cinnamon Raisin,32665,112,3
Butter Top White Bread,22754,112,3
Organic Bread with 21 Whole Grains,18362,112,3
100% Whole Wheat Bread,5077,112,3
Artesano Style Bread,30274,112,3
Sprouted Multi-Grain Bread,36606,112,3
Sweet Baguette,14467,112,3
Organic 21 Grain Thin Sliced Bread,45123,112,3
Hearty Style 100% Whole Grain Whole Wheat Bread,13991,112,3
Organic California Style Sprouted Bread,6656,112,3
Honey Wheat Bread,45064,112,3
Organic Soft Wheat Bread,30252,112,3
Sprouted Whole Wheat Bread,17419,112,3
Country White Bread,5385,112,3
Gluten Free White Sandwich Bread,39097,112,3
Premium Italian Bread,44042,112,3
"Bread, Natural Fitness",19398,112,3
Multigrain Bread,15462,112,3
White Sandwich Bread,21497,112,3
Challah Bread,49621,112,3
Brownberry 100% 12 Grain Bread,20561,112,3
Split Top Wheat Bread,48762,112,3
Sourdough Bread,21267,112,3
Ezekiel 4:9 Bread Organic Sprouted Whole Grain,18027,112,3
Classic Wheat Bread,12218,112,3
Organic Good Seed Bread,2855,112,3
Organic Honey Sweet Whole Wheat Bread,3896,112,3
"Bread, Double Fiber",12863,112,3
"Bread, Country Buttermilk",29615,112,3
Classic White Bread,35383,112,3
French Bread,41277,112,3
Organic Colorado Cracked Wheat Bread,12004,112,3
Gluten Free Millet-Chia Bread,36397,112,3
Cinnamon Raisin Bread,8467,112,3
Whole Wheat Bread,13517,112,3
Hearty Nine Grain Bread,22537,112,3
Squirrelly Sprouted Grain Bread,8996,112,3
Organic Whole Wheat Bread,48628,112,3
15 Grain Whole Grain Bread,1689,112,3
Whole Wheat Baguette,46988,112,3
Gluten Free 7 Grain Bread,45948,112,3
French Demi Baguette,9365,112,3
Ciabatta Baguette,20437,112,3
Gluten Free Sliced Mountain White Bread,28058,112,3
Cinnamon Swirl Raisin Bread,3318,112,3
Multigrain Oat Bread,12756,112,3
"Bread, Gluten Free, Seeded",16428,112,3
Italian Bread,20591,112,3
Country White Sour Dough Oval Sliced Loaf,17295,112,3
Whole Grain Loaf,4097,112,3
Organic White Bread,47498,112,3
Country Potato Bread,16920,112,3
Big California Sourdough Bread,48415,112,3
Wheat Sandwich Bread,1157,112,3
Hearty & Delicious 100% Whole Wheat with Honey Bread,49010,112,3
Sweet Sliced Bread,16419,112,3
"Bread, Healthy Multi-Grain",40787,112,3
Baguette Sourdough,13252,112,3
White Italian Bread,24239,112,3
Organic Ezekiel 4:9 Sesame Bread,26856,112,3
Organic Whole Wheat Sourdough Bread,7120,112,3
Whole Wheat Challah Rolls,14657,112,3
Butter Bread,26553,112,3
Rustic Baguette,42958,112,3
Healthy Multi Grain Bread,28083,112,3
Ciabatta,7090,112,3
Seeded Italian Bread,41469,112,3
Country Morning White Bread,9666,112,3
Whole Grains Health Nut Bread,16607,112,3
Rosemary Olive Oil Bread,2132,112,3
Dutch Country Potato Bread,24674,112,3
12 Grain Bread,12011,112,3
Cracked Wheat Sourdough Loaf,33909,112,3
Sliced Sourdough Bread,18439,112,3
Organic Pack Peasant Bread,20144,112,3
"French Baguettes, Take & Bake, Twin Pack",44533,112,3
Great White Bread,34213,112,3
Seeds The Day Organic Bread,11732,112,3
California Sourdough Bread,23233,112,3
Italian Batard,46139,112,3
Bread Co Pain Au Levain,17915,112,3
7 Sprouted Grains Bread,33195,112,3
Whole Grain Ancient Grain Bread,39613,112,3
Olive Bread,24125,112,3
100% Whole Wheat,46347,112,3
Asiago Cheese Sourdough Bread,18202,112,3
"Bread, Organic, Spelt Ancient Grain",39128,112,3
Small Walnut Levain Bread,37807,112,3
Country Loaf,13181,112,3
French Baguette Bread,37966,112,3
Cracked Wheat,17203,112,3
Organic Soft White Bread,6336,112,3
All Natural Cinnamon Raisin Bread,31292,112,3
UDI'S GLUTEN FREE WHOLE GRAIN BREAD,10337,112,3
Organic Nine Grain,12798,112,3
Honey 7 Grain Bread,18233,112,3
The Big 16 Grain Sprouted Whole Grain Bread,2693,112,3
Brownberry Natural Wheat Bread,2770,112,3
Organic Diabetic Lifestyle Bread,24243,112,3
Rustic Sourdough Bread,10407,112,3
Soft 10 Grain Bread,36117,112,3
Milk & Honey Bread,23145,112,3
Good Seed Organic Thin Sliced Bread,13702,112,3
Split Top White Bread,43112,112,3
Roasted Garlic Loaf,25195,112,3
Sandwich Thins Whole Wheat Flax and Fiber Rolls,7960,112,3
Cranberry Walnut Bread,42756,112,3
Special Recipe White Bread,45239,112,3
Sourdough Hearty Sliced Bread,29925,112,3
Sourdough Baguette,20583,112,3
Rocky Mountain Sourdough Bread,19261,112,3
Sliced Carrot Loaf,12906,112,3
Butter Top Wheat Bread,27237,112,3
Organic Blues Bread with Blue Cornmeal Crust,35213,112,3
Swirl Bread Cinnamon,22242,112,3
Honey Wheat Enriched Bread,24235,112,3
Nine Grain Sourdough Bread,34817,112,3
French Loaf,41213,112,3
Soft & Smooth Whole Grain White Bread,14875,112,3
